dish_id,total_calories,total_mass,total_fat,total_carb,total_protein,ingredient_count,top_ingredient_mass_fraction,top3_ingredient_mass_fraction,ingredient_entropy,ingredient_calories_per_100g,ingredient_carbs_per_100g,ingredient_protein_per_100g,ingredient_fat_per_100g,ingredients,calories_per_100g,carbs_per_100g,protein_per_100g,fat_per_100g,artificial_sweetener,artificial_colours,preservatives,calories_per_100g_relative_deviation,calories_per_100g_penalty,carbs_per_100g_relative_deviation,carbs_per_100g_penalty,protein_per_100g_relative_deviation,protein_per_100g_penalty,fat_per_100g_relative_deviation,fat_per_100g_penalty,nutrient_penalty,processing_penalty,healthiness_score,nutrition_quality_score,score_category,processing_variant
dish_1550795690,68.119995,131.0,0.262,18.34,0.393,1,1.0,1.0,-0.0,52.0,13.999999999999998,0.3,0.2,apple,51.99999618320611,13.999999999999998,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.3981732312220791,53.96189684648033,0.9609628192438645,91.60970067040545,0.0,0.0,145.5715975168858,0.0,0.0,0.0,Very Poor,0
dish_1563216717,246.007996,332.0,5.636517,16.284782,33.06871,12,0.3885542227191901,0.8483724615718744,2.195174192234642,74.0988007219699,4.9050546883291375,9.960455628320112,1.697745677074483,"garlic, squash, cherry tomatoes, chicken breast, spinach (raw), parmesan cheese, wheat berry, olive oil, thyme, honeydew melons, salt, broccoli",74.0987939759036,4.905054819277108,9.960454819277109,1.6977460843373495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,Excellent,0
dish_1565972591,195.199997,122.0,12.2,3.66,17.08,1,1.0,1.0,-0.0,160.0,3.0000000000000004,13.999999999999998,10.0,chicken apple sausage,159.9999975409836,3.0000000000000004,13.999999999999998,10.0,0.0,0.0,0.0,0.2696814691024527,39.924532069708704,0.0,0.0,0.0,0.0,0.5214111892262416,65.1075970618576,105.03212913156631,0.0,0.0,0.0,Very Poor,0
dish_1568649312,44.459999,78.0,0.234,10.92,0.546,1,1.0,1.0,-0.0,57.00000000000001,13.999999999999998,0.7000000000000001,0.3,berries,56.99999871794872,13.999999999999998,0.7000000000000001,0.3,0.0,0.0,0.0,0.0,0.0,0.3981732312220791,53.96189684648033,0.9089132449023505,89.30432161615028,0.0,0.0,143.2662184626306,0.0,0.0,0.0,Very Poor,0
dish_1550876012,253.520004,207.0,4.455999,12.46,38.608002,3,0.5581395348837209,1.0,1.426097832011828,117.91627906976743,5.795348837209302,17.957209302325584,2.072558139534884,"chicken, cantaloupe, potatoes",122.47343188405797,6.019323671497585,18.651208695652173,2.152656521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,Excellent,0
dish_1551565034,7.79,19.0,0.038,1.9,0.171,1,1.0,1.0,-0.0,41.0,10.0,0.9000000000000001,0.2,carrot,41.0,10.0,0.9000000000000001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8828884577315934,88.08235294066449,0.0,0.0,88.08235294066449,0.0,11.917647059335508,11.917647059335508,Very Poor,0
dish_1550860747,39.5,79.0,0.079,10.27,0.395,1,1.0,1.0,-0.0,50.0,13.0,0.5,0.1,pineapple,50.0,13.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.29830371470621647,43.28968604438871,0.9349380320731075,90.47950716125392,0.0,0.0,133.76919320564264,0.0,0.0,0.0,Very Poor,0
dish_1566245398,506.355377,230.0,31.183908,4.258222,49.023197,8,0.5000000065217391,0.9384896426759518,1.6214521386215897,220.1545057715805,1.8514007650182709,21.314433573231742,13.558221577281152,"olive oil, lime, salt, garlic, cauliflower, steak, roast chicken, wheat berry",220.1545117391304,1.8514008695652173,21.31443347826087,13.558220869565215,0.0,0.0,0.0,0.7470381761904238,80.8682374561207,0.0,0.0,0.0,0.0,1.062762893695726,95.63013319140133,176.49837064752202,0.0,0.0,0.0,Very Poor,0
dish_1563381680,32.459999,6.0,2.52,0.084,2.22,1,1.0,1.0,-0.0,541.0,1.4000000000000001,37.00000000000001,42.0,bacon,540.9999833333334,1.4000000000000001,37.00000000000001,42.0,0.0,0.0,0.0,3.293110401124363,119.1411610490388,0.0,0.0,0.0,0.0,5.3899269947502155,119.96302076534201,239.1041818143808,0.0,0.0,0.0,Very Poor,0
dish_1562183096,41.18898,95.0,2.571043,3.28026,2.80497,10,0.7894736759002772,0.9570062951894075,1.0869767724213504,43.356819696244,3.452905306811523,2.9525998520778964,2.7063613009856704,"pepper, chard, blueberries, mushroom, vinegar, arugula, mustard, olive oil, walnuts, salt",43.35682105263158,3.4529052631578945,2.9526,2.706361052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6157960669981144,72.35404949731941,0.0,0.0,72.35404949731941,0.0,27.64595050268059,27.64595050268059,Very Poor,0
dish_1563476551,1116.391113,750.0,51.413692,74.705963,85.498482,26,0.2785131408099124,0.47265621684895853,3.429224704553288,148.85214204218573,9.96079447626137,11.399799027468005,6.855159269632273,"shallots, salmon, mushroom, ginger, squash, brownies, lemon juice, sour cream, lime, garlic, cheese pizza, wine, cream, brown rice, jalapenos, spinach (raw), beef, pasta, thyme, olive oil, broccoli, onions, zucchini, salt, cilantro, chili",148.85214839999998,9.960795066666666,11.3997976,6.855158933333333,0.0,0.0,0.0,0.18121760852626093,28.56161751301574,0.0,0.0,0.0,0.0,0.042951550509755985,7.487489825020672,36.049107338036414,0.0,63.950892661963586,63.950892661963586,Moderate,0
dish_1559844951,274.335999,122.0,17.906,22.792,9.784,2,0.7049180327868853,1.0,0.875195788740725,224.86557377049184,18.681967213114756,8.01967213114754,14.677049180327867,"almonds, potatoes",224.86557295081968,18.681967213114756,8.01967213114754,14.677049180327867,0.0,0.0,0.0,0.7844228462667908,83.00223618513012,0.8657590331389716,87.2516298944418,0.0,0.0,1.2329826847774654,101.12161313459825,271.3754792141702,0.0,0.0,0.0,Very Poor,0
dish_1550778583,67.759995,88.0,0.088,14.96,1.76,1,1.0,1.0,-0.0,77.0,17.0,2.0,0.1,potatoes,76.99999431818182,17.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6977817807696677,77.86751444051136,0.73975212829243,80.43821803549078,0.0,0.0,158.30573247600213,0.0,0.0,0.0,Very Poor,0
dish_1562963704,663.755798,479.0,28.423254,66.054832,35.921761,19,0.21711899745904178,0.6121195269058048,3.1751319614426756,138.57114679212705,13.790153717139555,7.499323447809346,5.933873139595254,"radishes, bok choy, vinegar, salt, roasted potatoes, mixed greens, soy sauce, caesar salad, garlic, sugar, pepper, white rice, pork, rice noodles, cabbage, pizza, olive oil, carrot, green onions",138.57114780793322,13.79015281837161,7.499323799582462,5.933873486430063,0.0,0.0,0.0,0.09963263267502775,16.658111866863564,0.3772158946506355,51.85294792371887,0.024158470956368486,4.270677656476809,0.0,0.0,72.78173744705924,0.0,27.218262552940757,27.218262552940757,Very Poor,0
dish_1566417398,56.892494,46.0,5.357862,2.088042,0.792647,7,0.7067137736211403,0.8763250923336916,1.4889124379131327,123.67933470959416,4.539222567859888,1.7231448337763116,11.647527221846644,"mustard, vinegar, mixed greens, celery root, olive oil, salt, cherry tomatoes",123.67933478260869,4.539221739130435,1.723145652173913,11.647526086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7757775056897932,82.51932434655504,0.7720676515500193,82.31017118088347,164.8294955274385,0.0,0.0,0.0,Very Poor,0
dish_1561739238,274.190002,257.0,9.785,37.556999,9.465,4,0.31906614785992216,0.8326848249027237,1.962606370567257,106.68871595330742,14.6136186770428,3.6828793774319064,3.807392996108949,"egg whites, hash browns, berries, sweet potato",106.6887167315175,14.613618287937744,3.6828793774319064,3.807392996108949,0.0,0.0,0.0,0.0,0.0,0.4594549929637132,59.76164634604941,0.520769240133823,65.05471441259701,0.0,0.0,124.81636075864643,0.0,0.0,0.0,Very Poor,0
dish_1562611680,326.888977,256.0,19.411798,24.775015,16.028036,18,0.4296874949645997,0.7980617054914644,2.434779118268739,127.6910127481522,9.677739814713988,6.26095187662947,7.58273372754609,"cilantro, garlic, olive oil, pepperoni pizza, lemon juice, onions, vinegar, blueberries, salt, caesar salad, steak, kale, jalapenos, spinach (raw), mustard, white rice, radishes, pineapple",127.691006640625,9.677740234375,6.2609515625,7.5827335937500004,0.0,0.0,0.0,0.013293171214652046,2.369072955761724,0.0,0.0,0.18530034049759503,29.11988394045752,0.1536455734452961,24.70061259082012,56.189569487039364,0.0,43.810430512960636,43.810430512960636,Poor,0
dish_1568144828,76.748177,152.0,4.168533,10.369692,1.329856,6,0.40211434210526315,0.9942196052631579,1.5753947087928937,50.492222342105265,6.822164929605262,0.8749055526315788,2.74245602763158,"salt, pepper, carrot, olive oil, olives, cherry tomatoes",50.49222171052632,6.822165789473685,0.8749052631578947,2.7424559210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8861538836587032,88.23830775305598,0.0,0.0,88.23830775305598,0.0,11.761692246944023,11.761692246944023,Very Poor,0
dish_1550708440,37.5,75.0,0.075,9.75,0.375,1,1.0,1.0,-0.0,50.0,13.0,0.5,0.1,pineapple,50.0,13.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.29830371470621647,43.28968604438871,0.9349380320731075,90.47950716125392,0.0,0.0,133.76919320564264,0.0,0.0,0.0,Very Poor,0
dish_1551307090,171.550003,52.0,11.686,11.48,6.152,3,0.41509433962264153,1.0,1.5279241279070095,323.6792452830189,21.660377358490567,11.607547169811323,22.049056603773586,"potato chips, bacon, mushroom",329.90385192307696,22.076923076923077,11.830769230769231,22.473076923076924,0.0,0.0,0.0,1.6179550863115304,109.40312534987824,1.204811633850202,100.30678240381668,0.0,0.0,2.419079068711127,116.81365930845274,326.52356706214766,0.0,0.0,0.0,Very Poor,0
dish_1564432238,455.387939,315.0,23.15468,34.854778,28.074873,22,0.21960238830988676,0.610078586223719,3.019704902177377,144.56762298700232,11.06501025488908,8.912659217066524,7.350692208584614,"cherry tomatoes, cauliflower, lime, mayonnaise, jalapenos, pepperoni pizza, parsley, vinegar, lemon juice, cabbage, mixed greens, lettuce, salt, pepper, pineapple, pork, wheat berry, onions, cucumbers, olive oil, garlic, carrot",144.5675996825397,11.06500888888889,8.912658095238095,7.350692063492064,0.0,0.0,0.0,0.14721753231605636,23.777285784432,0.10505708797705779,17.49556039946154,0.0,0.0,0.11834251539533566,19.51806403628939,60.79091022018292,0.0,39.20908977981708,39.20908977981708,Poor,0
dish_1563468327,351.886047,483.0,9.768622,57.495316,12.099887,7,0.2732919265974821,0.6666666694271912,2.5350740694118388,72.85425231285404,11.903793058814879,2.5051525495037374,2.022489206718382,"yam, sweet potato, cottage cheese, pineapple, watermelon, olive oil, berries",72.85425403726708,11.903792132505178,2.5051525879917187,2.022489026915114,0.0,0.0,0.0,0.0,0.0,0.18882596497862358,29.599229073108226,0.6740196853362221,76.33869613331373,0.0,0.0,105.93792520642197,0.0,0.0,0.0,Very Poor,0
dish_1562862493,198.320007,134.0,14.74,2.144,13.400001,1,1.0,1.0,-0.0,148.0,1.6,10.0,11.0,scrambled eggs,148.0000052238806,1.6,10.000000746268656,11.0,0.0,0.0,0.0,0.17445541842395337,27.629412105421828,0.0,0.0,0.0,0.0,0.6735523081488658,76.30807595509201,103.93748806051383,0.0,0.0,0.0,Very Poor,0
dish_1558549008,20.700001,115.0,0.23,4.485,1.035,1,1.0,1.0,-0.0,18.0,3.9,0.8999999999999999,0.2,cherry tomatoes,18.000000869565216,3.9,0.8999999999999999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8828884577315934,88.08235294066449,0.0,0.0,88.08235294066449,0.0,11.917647059335508,11.917647059335508,Very Poor,0
dish_1560453174,329.716248,256.0,18.145134,10.521854,32.1376,20,0.35388971280167186,0.7647014466910552,2.6498854334957143,128.7954247826874,4.110099274104277,12.553750283500985,7.087943000451567,"basil, rosemary, carrot, olive oil, almonds, lemon juice, parsley, green beans, blueberries, chicken, pepper, salt, garlic, vinegar, zucchini, mustard, spinach (raw), thyme, wheat berry, squash",128.795409375,4.110099218749999,12.553749999999999,7.087942968749999,0.0,0.0,0.0,0.02205716938848213,3.905328868226654,0.0,0.0,0.0,0.0,0.07836757412537142,13.308618527260956,17.213947395487608,0.0,82.78605260451239,82.78605260451239,Excellent,0
dish_1551226363,17.15,49.0,0.196,3.43,1.176,1,1.0,1.0,-0.0,35.0,7.000000000000001,2.4,0.4,broccoli,35.0,7.000000000000001,2.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687702553950916,77.22568045597623,0.0,0.0,77.22568045597623,0.0,22.77431954402377,22.77431954402377,Very Poor,0
dish_1562691032,419.681702,415.0,22.039829,39.058826,17.94734,6,0.3542168674698795,0.7518072289156625,2.204284880134264,101.12812219518072,9.411766089156627,4.32466059373494,5.31080222746988,"berries, olive oil, pineapple, scrambled eggs, roasted potatoes, broccoli",101.12812096385542,9.41176530120482,4.324660240963856,5.310802168674699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43725818821540485,57.72223497154426,0.0,0.0,57.72223497154426,0.0,42.27776502845574,42.27776502845574,Poor,0
dish_1551374440,48.059998,54.0,0.162,12.42,0.594,1,1.0,1.0,-0.0,89.0,23.0,1.0999999999999999,0.3,banana,88.9999962962963,23.0,1.0999999999999999,0.3,0.0,0.0,0.0,0.0,0.0,1.2969988798648446,102.85008147306245,0.8568636705608366,86.81173873843075,0.0,0.0,189.6618202114932,0.0,0.0,0.0,Very Poor,0
dish_1563824250,17.200001,43.0,0.043,3.87,0.473,1,1.0,1.0,-0.0,40.0,9.0,1.0999999999999999,0.1,onions,40.0000023255814,9.0,1.0999999999999999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8568636705608366,86.81173873843075,0.0,0.0,86.81173873843075,0.0,13.188261261569252,13.188261261569252,Very Poor,0
dish_1560543755,257.924927,264.0,8.887804,27.355255,17.404505,19,0.325757576991506,0.7728860029275986,2.6388584076393213,97.69883584734409,10.36183962902212,6.592614651865965,3.36659162184315,"green onions, chicken, cauliflower, green beans, spinach (raw), ginger, olive oil, roasted potatoes, mixed greens, carrot, broccoli, salt, white rice, vinegar, rice noodles, cabbage, radishes, soy sauce, garlic",97.6988359848485,10.361839015151515,6.592615530303031,3.366592424242424,0.0,0.0,0.0,0.0,0.0,0.03483185265838586,6.10875933159265,0.14214291962618156,23.042051552824788,0.0,0.0,29.15081088441744,0.0,70.84918911558256,70.84918911558256,Good,0
dish_1558549773,2.3,10.0,0.04,0.36,0.29,1,1.0,1.0,-0.0,23.0,3.5999999999999996,2.9,0.4,spinach (raw),23.0,3.5999999999999996,2.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6226405860240234,72.84071738883975,0.0,0.0,72.84071738883975,0.0,27.15928261116025,27.15928261116025,Very Poor,0
dish_1563822597,59.400002,176.0,2.170667,7.626667,4.106667,4,0.4999999943181818,0.8333333314393938,1.7924812593660464,33.749999883522726,4.333333333712121,2.333333323484848,1.2333333234848485,"broccoli, caesar salad, squash, zucchini",33.750001136363636,4.333333522727273,2.3333335227272727,1.2333335227272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6963774583631501,77.77866950789641,0.0,0.0,77.77866950789641,0.0,22.22133049210359,22.22133049210359,Very Poor,0
dish_1551492561,357.932007,159.0,28.653,7.446,18.050001,3,0.5403726708074534,1.0,1.4392962425098075,222.31801242236025,4.6248447204968945,11.211180124223603,17.796894409937888,"olives, mushroom, sausage",225.11446981132076,4.683018867924528,11.352201886792454,18.02075471698113,0.0,0.0,0.0,0.7863979696189962,83.11168669231733,0.0,0.0,0.0,0.0,1.7416977864716665,111.19829842951773,194.30998512183507,0.0,0.0,0.0,Very Poor,0
dish_1566920365,490.421692,871.0,5.324439,41.393566,60.675976,4,0.6544202036536386,0.9955195878506564,1.3050326651780386,56.30559218229349,4.752418083800606,6.966242866974774,0.6113018341616449,"salsa, sweet potato, olive oil, egg whites",56.30559035591275,4.752418599311136,6.966242939150402,0.6113018369690012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09352505064411036,15.707008222943188,0.0,0.0,15.707008222943188,0.0,84.29299177705681,84.29299177705681,Excellent,0
dish_1563984242,402.117035,753.0,3.30239,36.819611,49.407761,5,0.6268260300489058,0.9149742495550788,1.533849389447229,53.40200145737318,4.889722399587945,6.561455000745625,0.4385644096129673,"sweet potato, egg whites, pineapple, olive oil, cantaloupe",53.401996679946876,4.889722576361222,6.561455644090305,0.4385644090305445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14619756666093756,23.6299573150728,0.0,0.0,23.6299573150728,0.0,76.3700426849272,76.3700426849272,Good,0
dish_1551237016,92.5,37.0,5.55,0.0,9.62,1,1.0,1.0,-0.0,250.0,0.0,25.999999999999996,15.0,beef,250.0,0.0,25.999999999999996,15.0,0.0,0.0,0.0,0.9838773259625003,92.56894532670529,0.0,0.0,0.0,0.0,1.2821167838393626,102.46293629961056,195.03188162631585,0.0,0.0,0.0,Very Poor,0
dish_1551489812,74.75,65.0,6.955,4.095,0.52,1,1.0,1.0,-0.0,114.99999999999999,6.3,0.8,10.7,olives,114.99999999999999,6.3,0.8,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8959008513169721,88.6992998656166,0.6279099724720785,73.21199886373152,161.91129872934812,0.0,0.0,0.0,Very Poor,0
dish_1558459276,102.699997,79.0,0.237,22.120001,2.133,1,1.0,1.0,-0.0,130.0,28.000000000000004,2.7,0.3,white rice,129.99999620253163,28.00000126582278,2.7,0.3,0.0,0.0,0.0,0.03161617936565463,5.55807675650811,1.7963465888612677,111.8910218656642,0.6486653731947805,74.6462128253326,0.0,0.0,192.0953114475049,0.0,0.0,0.0,Very Poor,0
dish_1560974707,55.025124,60.0,2.003546,7.088692,2.992605,13,0.4324324333333333,0.6918919,2.684702386387891,91.70854153666667,11.814487036666668,4.987675591666667,3.3392431466666666,"onions, spinach (raw), cherry tomatoes, tortilla chips, corn, cheese, salt, chili, tomatoes, garlic, lime, sour cream, black beans",91.70854,11.814486666666667,4.987675,3.339243333333333,0.0,0.0,0.0,0.0,0.0,0.17990707128310765,28.38169061172486,0.35098409824047283,49.11806572046237,0.0,0.0,77.49975633218723,0.0,22.500243667812768,22.500243667812768,Very Poor,0
dish_1564686855,1030.160645,435.0,52.116467,85.930336,56.845505,14,0.28045976882547236,0.7333333299616859,2.731143771034885,236.81852803531714,19.7541026728547,13.067933321986516,11.980797754571046,"cucumbers, onions, brownies, chicken breast, cherry tomatoes, olives, salt, lettuce, cheese pizza, mixed greens, lime, pepper, olive oil, vinegar",236.81853908045974,19.754100229885058,13.067932183908045,11.980797011494253,0.0,0.0,0.0,0.8792757201971535,87.90891831244127,0.972832439164515,92.11070052118129,0.0,0.0,0.8227718629135674,85.07042301395666,265.0900418475792,0.0,0.0,0.0,Very Poor,0
dish_1565119669,55.965,229.0,1.0305,10.842,3.2725,4,0.3296943231441048,0.8296943231441047,1.925402527357458,24.438864628820962,4.734497816593887,1.4290393013100433,0.44999999999999996,"kale, zucchini, chard, chayote squash",24.438864628820962,4.734497816593887,1.4290393013100435,0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8140477816237942,84.61032643624438,0.0,0.0,84.61032643624438,0.0,15.389673563755622,15.389673563755622,Very Poor,0
dish_1566417516,385.402527,425.0,36.516472,23.505039,33.699574,17,0.3722074180003135,0.7246872340654469,2.6548306119039613,90.68294776953759,5.5305971960579425,7.929311989496924,8.592111168402353,"wheat berry, eggplant, cherry tomatoes, mixed greens, celery root, salt, mustard, garlic, olive oil, vinegar, chard, fish, chive, shallots, roasted potatoes, parsley, lemon juice",90.68294752941178,5.530597411764706,7.929311529411764,8.592111058823528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3072133903968646,44.30806186721354,44.30806186721354,0.0,55.69193813278646,55.69193813278646,Moderate,0
dish_1558724031,358.710999,303.0,25.801001,25.789999,14.067,4,0.35313531353135313,0.8316831683168316,1.9223974331038,118.38646864686469,8.51155115511551,4.642574257425743,8.515181518151813,"cherry tomatoes, cantaloupe, almonds, cauliflower",118.38646831683168,8.511550825082509,4.642574257425743,8.515181848184818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3958899651302991,53.73533525009109,0.2955092942124571,42.96746990051317,96.70280515060426,0.0,3.297194849395737,3.297194849395737,Very Poor,0
dish_1551494178,369.660004,230.0,14.521,36.071999,26.472002,3,0.4069264069264069,1.0,1.5677267946432596,160.025974025974,15.615584415584413,11.459740259740258,6.286147186147187,"tortilla, chicken, olives",160.72174086956522,15.683477826086955,11.509566086956522,6.313478260869565,0.0,0.0,0.0,0.27540887000140385,40.609521908573186,0.5663013477785592,68.68209476950418,0.0,0.0,0.0,0.0,109.29161667807736,0.0,0.0,0.0,Very Poor,0
dish_1551233434,27.23,104.0,0.292,5.182,2.334,3,0.5188679245283019,1.0,1.4789030317369947,25.68867924528302,4.8886792452830194,2.20188679245283,0.27547169811320754,"mushroom, cucumbers, broccoli",26.182692307692307,4.982692307692308,2.2442307692307693,0.28076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7079718593435248,78.50661762131905,0.0,0.0,78.50661762131905,0.0,21.49338237868095,21.49338237868095,Very Poor,0
dish_1551390304,39.650002,65.0,0.325,9.75,0.715,1,1.0,1.0,-0.0,61.0,15.0,1.0999999999999999,0.5,kiwi,61.00000307692308,15.0,1.0999999999999999,0.5,0.0,0.0,0.0,0.0,0.0,0.4980427477379421,63.149351850672524,0.8568636705608366,86.81173873843075,0.0,0.0,149.96109058910326,0.0,0.0,0.0,Very Poor,0
dish_1558637393,739.968018,128.0,63.360001,29.056,28.672001,1,1.0,1.0,-0.0,578.1,22.7,22.400000000000002,49.5,almonds,578.1000140625,22.7,22.40000078125,49.500000781249994,0.0,0.0,0.0,3.587518040148786,119.44776705363597,1.2670380249100857,102.06176074636325,0.0,0.0,6.530985505530145,119.99332233240956,341.50285013240875,0.0,0.0,0.0,Very Poor,0
